Record Length,Analog:10000
Sample Interval,5.000000E-04
Vertical Units,V,
Vertical Scale,+1.000000E-03
Vertical Offset,-7.500000E-04
Horizontal Units,s
Horizontal Scale,+5.000000E-01
Model,SDS814X HD
Serial Number,SDS08A0Q808352
Software Version,3.8.12.1.1.3.8
Source,CH1
Second,Value
-1.0916000000E+00,+4.416667E-04
-1.0911000000E+00,+6.479167E-04
-1.0906000000E+00,+7.000000E-04
-1.0901000000E+00,+6.729166E-04
-1.0896000000E+00,+1.458333E-04
-1.0891000000E+00,+6.187500E-04
-1.0886000000E+00,+8.166667E-04
-1.0881000000E+00,+8.520833E-04
-1.0876000000E+00,+7.375000E-04
-1.0871000000E+00,+7.500000E-04
-1.0866000000E+00,+8.062500E-04
-1.0861000000E+00,+2.083333E-05
-1.0856000000E+00,+9.583333E-04
-1.0851000000E+00,+7.520833E-04
-1.0846000000E+00,+6.895834E-04
-1.0841000000E+00,+6.583334E-04
-1.0836000000E+00,+7.895833E-04
-1.0831000000E+00,+9.520833E-04
-1.0826000000E+00,+8.250000E-04
-1.0821000000E+00,+9.916667E-04
-1.0816000000E+00,+6.958334E-04
-1.0811000000E+00,+7.062500E-04
-1.0806000000E+00,+8.458333E-04
-1.0801000000E+00,+1.010417E-03
-1.0796000000E+00,+9.395833E-04
-1.0791000000E+00,+7.937500E-04
-1.0786000000E+00,+6.729166E-04
-1.0781000000E+00,+6.833333E-04
-1.0776000000E+00,+8.250000E-04
-1.0771000000E+00,+1.041667E-03
-1.0766000000E+00,+7.291667E-04
-1.0761000000E+00,+5.541667E-04
-1.0756000000E+00,+7.541667E-04
-1.0751000000E+00,+6.875000E-04
-1.0746000000E+00,+6.625000E-04
-1.0741000000E+00,+8.833333E-04
-1.0736000000E+00,+1.289583E-03
-1.0731000000E+00,+4.958333E-04
-1.0726000000E+00,+6.645833E-04
-1.0721000000E+00,+7.333333E-04
-1.0716000000E+00,+8.437500E-04
-1.0711000000E+00,+7.125000E-04
-1.0706000000E+00,+4.979167E-04
-1.0701000000E+00,+4.541667E-04
-1.0696000000E+00,+5.291667E-04
-1.0691000000E+00,+7.687500E-04
-1.0686000000E+00,+7.020833E-04
-1.0681000000E+00,+3.208333E-04
-1.0676000000E+00,+4.208333E-04
-1.0671000000E+00,+3.250000E-04
-1.0666000000E+00,+2.687500E-04
-1.0661000000E+00,+7.687500E-04
-1.0656000000E+00,+4.250000E-04
-1.0651000000E+00,+1.854167E-04
-1.0646000000E+00,+1.645833E-04
-1.0641000000E+00,-3.958333E-05
-1.0636000000E+00,+2.250000E-04
-1.0631000000E+00,+4.854167E-04
-1.0626000000E+00,+2.520833E-04
-1.0621000000E+00,-1.041667E-05
-1.0616000000E+00,-2.354167E-04
-1.0611000000E+00,-2.333333E-04
-1.0606000000E+00,+4.583333E-05
-1.0601000000E+00,+9.166667E-05
-1.0596000000E+00,-2.229167E-04
-1.0591000000E+00,-1.895833E-04
-1.0586000000E+00,-1.270833E-04
-1.0581000000E+00,-1.812500E-04
-1.0576000000E+00,-1.687500E-04
-1.0571000000E+00,-1.104167E-04
-1.0566000000E+00,-2.333333E-04
-1.0561000000E+00,-4.583334E-04
-1.0556000000E+00,-3.416667E-04
-1.0551000000E+00,-3.729167E-04
-1.0546000000E+00,-1.520833E-04
-1.0541000000E+00,-5.041667E-04
-1.0536000000E+00,-4.583334E-04
-1.0531000000E+00,-5.875000E-04
-1.0526000000E+00,-7.270834E-04
-1.0521000000E+00,-5.750000E-04
-1.0516000000E+00,-4.833333E-04
-1.0511000000E+00,-4.708333E-04
-1.0506000000E+00,-7.375000E-04
-1.0501000000E+00,-7.187500E-04
-1.0496000000E+00,-5.229167E-04
-1.0491000000E+00,-6.125000E-04
-1.0486000000E+00,-7.395833E-04
-1.0481000000E+00,-8.395833E-04
-1.0476000000E+00,-9.208333E-04
-1.0471000000E+00,-9.395833E-04
-1.0466000000E+00,-8.500000E-04
-1.0461000000E+00,-8.166667E-04
-1.0456000000E+00,-5.854167E-04
-1.0451000000E+00,-8.875000E-04
-1.0446000000E+00,-1.197917E-03
-1.0441000000E+00,-9.708334E-04
-1.0436000000E+00,-8.541667E-04
-1.0431000000E+00,-5.375000E-04
-1.0426000000E+00,-1.068750E-03
-1.0421000000E+00,-9.916667E-04
-1.0416000000E+00,-1.025000E-03
-1.0411000000E+00,-1.010417E-03
-1.0406000000E+00,-7.979167E-04
-1.0401000000E+00,-1.039583E-03
-1.0396000000E+00,-1.402083E-03
-1.0391000000E+00,-1.135417E-03
-1.0386000000E+00,-8.583334E-04
-1.0381000000E+00,-9.166667E-04
-1.0376000000E+00,-1.058333E-03
-1.0371000000E+00,-1.170833E-03
-1.0366000000E+00,-1.139583E-03
-1.0361000000E+00,-1.195833E-03
-1.0356000000E+00,-9.416667E-04
-1.0351000000E+00,-1.027083E-03
-1.0346000000E+00,-8.041667E-04
-1.0341000000E+00,-1.202083E-03
-1.0336000000E+00,-1.222917E-03
-1.0331000000E+00,-1.027083E-03
-1.0326000000E+00,-7.625000E-04
-1.0321000000E+00,-9.979167E-04
-1.0316000000E+00,-1.218750E-03
-1.0311000000E+00,-1.168750E-03
-1.0306000000E+00,-1.029167E-03
-1.0301000000E+00,-7.291667E-04
-1.0296000000E+00,-6.979167E-04
-1.0291000000E+00,-1.041667E-03
-1.0286000000E+00,-1.272917E-03
-1.0281000000E+00,-9.125000E-04
-1.0276000000E+00,-1.145833E-03
-1.0271000000E+00,-7.833333E-04
-1.0266000000E+00,-4.604167E-04
-1.0261000000E+00,-4.416667E-04
-1.0256000000E+00,-8.020833E-04
-1.0251000000E+00,-8.687500E-04
-1.0246000000E+00,-7.729167E-04
-1.0241000000E+00,-6.187500E-04
-1.0236000000E+00,-2.354167E-04
-1.0231000000E+00,-5.229167E-04
-1.0226000000E+00,-6.229167E-04
-1.0221000000E+00,-8.395833E-04
-1.0216000000E+00,-3.916667E-04
-1.0211000000E+00,-2.708333E-04
-1.0206000000E+00,-1.000000E-04
-1.0201000000E+00,-6.916667E-04
-1.0196000000E+00,-5.083333E-04
-1.0191000000E+00,-2.291667E-04
-1.0186000000E+00,-1.958333E-04
-1.0181000000E+00,+8.750000E-05
-1.0176000000E+00,-6.250000E-05
-1.0171000000E+00,-1.291667E-04
-1.0166000000E+00,-2.354167E-04
-1.0161000000E+00,-1.312500E-04
-1.0156000000E+00,+1.854167E-04
-1.0151000000E+00,+1.604167E-04
-1.0146000000E+00,-2.291667E-05
-1.0141000000E+00,-3.541667E-05
-1.0136000000E+00,+2.291667E-05
-1.0131000000E+00,+1.895833E-04
-1.0126000000E+00,+3.625000E-04
-1.0121000000E+00,+2.437500E-04
-1.0116000000E+00,+1.166667E-04
-1.0111000000E+00,+1.020833E-04
-1.0106000000E+00,+2.250000E-04
-1.0101000000E+00,+5.250000E-04
-1.0096000000E+00,+6.812500E-04
-1.0091000000E+00,+5.958333E-04
-1.0086000000E+00,+2.645833E-04
-1.0081000000E+00,+4.645833E-04
-1.0076000000E+00,+4.895834E-04
-1.0071000000E+00,+7.583334E-04
-1.0066000000E+00,+6.333333E-04
-1.0061000000E+00,+6.083333E-04
-1.0056000000E+00,+5.166667E-04
-1.0051000000E+00,+7.520833E-04
-1.0046000000E+00,+6.729166E-04
-1.0041000000E+00,+5.625000E-04
-1.0036000000E+00,+6.520833E-04
-1.0031000000E+00,+3.458333E-04
-1.0026000000E+00,+6.791667E-04
-1.0021000000E+00,+7.437500E-04
-1.0016000000E+00,+8.229167E-04
-1.0011000000E+00,+1.312500E-03
-1.0006000000E+00,+6.958334E-04
-1.0001000000E+00,+6.520833E-04
-9.9960000000E-01,+1.302083E-03
-9.9910000000E-01,+7.666667E-04
-9.9860000000E-01,+9.312500E-04
-9.9810000000E-01,+7.312500E-04
-9.9760000000E-01,+6.666667E-04
-9.9710000000E-01,+5.625000E-04
-9.9660000000E-01,+7.854167E-04
-9.9610000000E-01,+8.791666E-04
-9.9560000000E-01,+8.354167E-04
-9.9510000000E-01,+7.604167E-04
-9.9460000000E-01,+9.104167E-04
-9.9410000000E-01,+6.041666E-04
-9.9360000000E-01,+8.020833E-04
-9.9310000000E-01,+8.229167E-04
-9.9260000000E-01,+8.479167E-04
-9.9210000000E-01,+6.562500E-04
-9.9160000000E-01,+6.229167E-04
-9.9110000000E-01,+8.541667E-04
-9.9060000000E-01,+1.229167E-03
-9.9010000000E-01,+9.937501E-04
-9.8960000000E-01,+6.104167E-04
-9.8910000000E-01,+5.083333E-04
-9.8860000000E-01,+5.416667E-04
-9.8810000000E-01,+6.166667E-04
-9.8760000000E-01,+7.437500E-04
-9.8710000000E-01,+6.916667E-04
-9.8660000000E-01,+5.104167E-04
-9.8610000000E-01,+5.500000E-04
-9.8560000000E-01,+3.270833E-04
-9.8510000000E-01,+4.666667E-04
-9.8460000000E-01,+7.375000E-04
-9.8410000000E-01,+4.937500E-04
-9.8360000000E-01,+3.000000E-04
-9.8310000000E-01,+2.687500E-04
-9.8260000000E-01,+2.895833E-04
-9.8210000000E-01,+3.625000E-04
-9.8160000000E-01,+5.791667E-04
-9.8110000000E-01,+2.020833E-04
-9.8060000000E-01,+6.250000E-05
-9.8010000000E-01,+1.166667E-04
-9.7960000000E-01,+2.083333E-04
-9.7910000000E-01,+2.979167E-04
-9.7860000000E-01,+1.479167E-04
-9.7810000000E-01,+1.729167E-04
-9.7760000000E-01,+3.333333E-05
-9.7710000000E-01,+3.333333E-05
-9.7660000000E-01,+6.666667E-05
-9.7610000000E-01,-1.208333E-04
-9.7560000000E-01,-5.416667E-05
-9.7510000000E-01,-1.562500E-04
-9.7460000000E-01,-3.625000E-04
-9.7410000000E-01,-2.354167E-04
-9.7360000000E-01,-1.666667E-05
-9.7310000000E-01,-4.145833E-04
-9.7260000000E-01,-3.833333E-04
-9.7210000000E-01,-7.083333E-04
-9.7160000000E-01,-3.812500E-04
-9.7110000000E-01,-2.791667E-04
-9.7060000000E-01,-4.354167E-04
-9.7010000000E-01,-3.604167E-04
-9.6960000000E-01,-4.833333E-04
-9.6910000000E-01,-7.354167E-04
-9.6860000000E-01,-4.708333E-04
-9.6810000000E-01,-4.541667E-04
-9.6760000000E-01,-5.270833E-04
-9.6710000000E-01,-6.250000E-04
-9.6660000000E-01,-8.020833E-04
-9.6610000000E-01,-9.395833E-04
-9.6560000000E-01,-3.750000E-04
-9.6510000000E-01,-5.354166E-04
-9.6460000000E-01,-7.750000E-04
-9.6410000000E-01,-6.541667E-04
-9.6360000000E-01,-9.791667E-04
-9.6310000000E-01,-8.312500E-04
-9.6260000000E-01,-8.395833E-04
-9.6210000000E-01,-7.520833E-04
-9.6160000000E-01,-7.395833E-04
-9.6110000000E-01,-1.093750E-03
-9.6060000000E-01,-9.291667E-04
-9.6010000000E-01,-9.333334E-04
-9.5960000000E-01,-7.041667E-04
-9.5910000000E-01,-8.625000E-04
-9.5860000000E-01,-9.250000E-04
-9.5810000000E-01,-1.152083E-03
-9.5760000000E-01,-1.177083E-03
-9.5710000000E-01,-1.004167E-03
-9.5660000000E-01,-9.937501E-04
-9.5610000000E-01,-9.687500E-04
-9.5560000000E-01,-1.541667E-03
-9.5510000000E-01,-1.108333E-03
-9.5460000000E-01,-9.750000E-04
-9.5410000000E-01,-8.479167E-04
-9.5360000000E-01,-7.729167E-04
-9.5310000000E-01,-1.116667E-03
-9.5260000000E-01,-1.237500E-03
-9.5210000000E-01,-1.368750E-03
-9.5160000000E-01,-9.958333E-04
-9.5110000000E-01,-7.500000E-04
-9.5060000000E-01,-1.441667E-03
-9.5010000000E-01,-1.139583E-03
-9.4960000000E-01,-1.164583E-03
-9.4910000000E-01,-1.454167E-03
-9.4860000000E-01,-8.583334E-04
-9.4810000000E-01,-8.291667E-04
-9.4760000000E-01,-9.687500E-04
-9.4710000000E-01,-9.375000E-04
-9.4660000000E-01,-1.075000E-03
-9.4610000000E-01,-1.177083E-03
-9.4560000000E-01,-7.479167E-04
-9.4510000000E-01,-5.291667E-04
-9.4460000000E-01,-8.916667E-04
-9.4410000000E-01,-9.958333E-04
-9.4360000000E-01,-1.093750E-03
-9.4310000000E-01,-6.291667E-04
-9.4260000000E-01,-6.916667E-04
-9.4210000000E-01,-6.645833E-04
-9.4160000000E-01,-1.012500E-03
-9.4110000000E-01,-8.312500E-04
-9.4060000000E-01,-4.666667E-04
-9.4010000000E-01,-6.312500E-04
-9.3960000000E-01,-5.875000E-04
-9.3910000000E-01,-6.125000E-04
-9.3860000000E-01,-7.500000E-04
-9.3810000000E-01,-7.354167E-04
-9.3760000000E-01,-3.791667E-04
-9.3710000000E-01,-5.416667E-04
-9.3660000000E-01,-2.354167E-04
-9.3610000000E-01,-4.479167E-04
-9.3560000000E-01,-5.562500E-04
-9.3510000000E-01,-2.520834E-04
-9.3460000000E-01,+1.250000E-05
-9.3410000000E-01,-1.062500E-04
-9.3360000000E-01,+4.791667E-05
-9.3310000000E-01,-4.666667E-04
-9.3260000000E-01,-2.416667E-04
-9.3210000000E-01,-1.812500E-04
-9.3160000000E-01,+1.645833E-04
-9.3110000000E-01,+1.708333E-04
-9.3060000000E-01,+9.166667E-05
-9.3010000000E-01,-1.625000E-04
-9.2960000000E-01,+3.750000E-05
-9.2910000000E-01,+2.458333E-04
-9.2860000000E-01,+2.875000E-04
-9.2810000000E-01,+4.062500E-04
-9.2760000000E-01,+4.041667E-04
-9.2710000000E-01,+2.104167E-04
-9.2660000000E-01,+2.333333E-04
-9.2610000000E-01,+5.187500E-04
-9.2560000000E-01,+4.979167E-04
-9.2510000000E-01,+5.812500E-04
-9.2460000000E-01,+3.708333E-04
-9.2410000000E-01,+3.041667E-04
-9.2360000000E-01,+3.979167E-04
-9.2310000000E-01,+8.708333E-04
-9.2260000000E-01,+7.354167E-04
-9.2210000000E-01,+5.166667E-04
-9.2160000000E-01,+7.020833E-04
-9.2110000000E-01,+5.208334E-04
-9.2060000000E-01,+8.729167E-04
-9.2010000000E-01,+7.520833E-04
-9.1960000000E-01,+9.270834E-04
-9.1910000000E-01,+5.895834E-04
-9.1860000000E-01,+6.395833E-04
-9.1810000000E-01,+9.916667E-04
-9.1760000000E-01,+9.770833E-04
-9.1710000000E-01,+9.208333E-04
-9.1660000000E-01,+8.729167E-04
-9.1610000000E-01,+6.250000E-04
-9.1560000000E-01,+6.583334E-04
-9.1510000000E-01,+8.687500E-04
-9.1460000000E-01,+1.104167E-03
-9.1410000000E-01,+9.250000E-04
-9.1360000000E-01,+8.270834E-04
-9.1310000000E-01,+4.916667E-04
-9.1260000000E-01,+7.666667E-04
-9.1210000000E-01,+1.152083E-03
-9.1160000000E-01,+1.410417E-03
-9.1110000000E-01,+8.729167E-04
-9.1060000000E-01,+8.437500E-04
-9.1010000000E-01,+7.458333E-04
-9.0960000000E-01,+8.770833E-04
-9.0910000000E-01,+9.791667E-04
-9.0860000000E-01,+8.312500E-04
-9.0810000000E-01,+8.166667E-04
-9.0760000000E-01,+4.916667E-04
-9.0710000000E-01,+4.500000E-04
-9.0660000000E-01,+6.729166E-04
-9.0610000000E-01,+1.075000E-03
-9.0560000000E-01,+9.458333E-04
-9.0510000000E-01,+4.437500E-04
-9.0460000000E-01,+3.937500E-04
-9.0410000000E-01,+6.770833E-04
-9.0360000000E-01,+8.562500E-04
-9.0310000000E-01,+9.437500E-04
-9.0260000000E-01,+5.208334E-04
-9.0210000000E-01,+4.666667E-04
-9.0160000000E-01,+3.562500E-04
-9.0110000000E-01,+6.625000E-04
-9.0060000000E-01,+5.187500E-04
-9.0010000000E-01,+5.854167E-04
-8.9960000000E-01,+1.979167E-04
-8.9910000000E-01,+3.958333E-04
-8.9860000000E-01,+2.625000E-04
-8.9810000000E-01,+4.500000E-04
-8.9760000000E-01,+4.437500E-04
-8.9710000000E-01,+1.375000E-04
-8.9660000000E-01,+2.166667E-04
-8.9610000000E-01,+4.166667E-05
-8.9560000000E-01,+1.041667E-04
-8.9510000000E-01,+2.312500E-04
-8.9460000000E-01,+2.916667E-04
-8.9410000000E-01,-7.500000E-05
-8.9360000000E-01,-2.104167E-04
-8.9310000000E-01,+1.812500E-04
-8.9260000000E-01,+3.541667E-05
-8.9210000000E-01,+1.208333E-04
-8.9160000000E-01,+8.750000E-05
-8.9110000000E-01,-2.041667E-04
-8.9060000000E-01,-4.541667E-04
-8.9010000000E-01,-1.145833E-04
-8.8960000000E-01,-9.791667E-05
-8.8910000000E-01,+5.625000E-05
-8.8860000000E-01,-2.541667E-04
-8.8810000000E-01,-2.791667E-04
-8.8760000000E-01,-6.375000E-04
-8.8710000000E-01,-4.583334E-04
-8.8660000000E-01,-3.062500E-04
-8.8610000000E-01,+4.791667E-05
-8.8560000000E-01,-5.291667E-04
-8.8510000000E-01,-6.937500E-04
-8.8460000000E-01,-6.583334E-04
-8.8410000000E-01,-5.750000E-04
-8.8360000000E-01,-3.520833E-04
-8.8310000000E-01,-6.312500E-04
-8.8260000000E-01,-7.104167E-04
-8.8210000000E-01,-6.187500E-04
-8.8160000000E-01,-6.625000E-04
-8.8110000000E-01,-5.895834E-04
-8.8060000000E-01,-6.229167E-04
-8.8010000000E-01,-6.875000E-04
-8.7960000000E-01,-8.833333E-04
-8.7910000000E-01,-5.750000E-04
-8.7860000000E-01,-9.250000E-04
-8.7810000000E-01,-7.083333E-04
-8.7760000000E-01,-8.395833E-04
-8.7710000000E-01,-1.070833E-03
-8.7660000000E-01,-1.129167E-03
-8.7610000000E-01,-1.120833E-03
-8.7560000000E-01,-5.979167E-04
-8.7510000000E-01,-5.895834E-04
-8.7460000000E-01,-6.229167E-04
-8.7410000000E-01,-1.308333E-03
-8.7360000000E-01,-1.281250E-03
-8.7310000000E-01,-8.208333E-04
-8.7260000000E-01,-9.562500E-04
-8.7210000000E-01,-7.895834E-04
-8.7160000000E-01,-9.729167E-04
-8.7110000000E-01,-1.168750E-03
-8.7060000000E-01,-1.197917E-03
-8.7010000000E-01,-1.241667E-03
-8.6960000000E-01,-9.812500E-04
-8.6910000000E-01,-8.583334E-04
-8.6860000000E-01,-9.375000E-04
-8.6810000000E-01,-1.091667E-03
-8.6760000000E-01,-1.158333E-03
-8.6710000000E-01,-8.812500E-04
-8.6660000000E-01,-8.458333E-04
-8.6610000000E-01,-9.104167E-04
-8.6560000000E-01,-1.183333E-03
-8.6510000000E-01,-1.191667E-03
-8.6460000000E-01,-8.250000E-04
-8.6410000000E-01,-6.541667E-04
-8.6360000000E-01,-8.375000E-04
-8.6310000000E-01,-9.729167E-04
-8.6260000000E-01,-1.112500E-03
-8.6210000000E-01,-8.770833E-04
-8.6160000000E-01,-9.583334E-04
-8.6110000000E-01,-9.812500E-04
-8.6060000000E-01,-9.958333E-04
-8.6010000000E-01,-8.187500E-04
-8.5960000000E-01,-8.312500E-04
-8.5910000000E-01,-7.645834E-04
-8.5860000000E-01,-6.937500E-04
-8.5810000000E-01,-6.020833E-04
-8.5760000000E-01,-8.250000E-04
-8.5710000000E-01,-1.027083E-03
-8.5660000000E-01,-9.770833E-04
-8.5610000000E-01,-6.229167E-04
-8.5560000000E-01,-4.500000E-04
-8.5510000000E-01,-3.541667E-04
-8.5460000000E-01,-6.895834E-04
-8.5410000000E-01,-7.270834E-04
-8.5360000000E-01,-3.187500E-04
-8.5310000000E-01,-3.791667E-04
-8.5260000000E-01,-1.395833E-04
-8.5210000000E-01,-4.625000E-04
-8.5160000000E-01,-3.562500E-04
-8.5110000000E-01,-2.687500E-04
-8.5060000000E-01,-4.562500E-04
-8.5010000000E-01,-2.708334E-05
-8.4960000000E-01,+2.916667E-05
-8.4910000000E-01,-2.187500E-04
-8.4860000000E-01,-3.895834E-04
-8.4810000000E-01,-5.833333E-05
-8.4760000000E-01,+5.416667E-05
-8.4710000000E-01,+3.125000E-04
-8.4660000000E-01,+2.083333E-05
-8.4610000000E-01,-6.666667E-05
-8.4560000000E-01,+2.291667E-05
-8.4510000000E-01,+3.750000E-04
-8.4460000000E-01,+4.125000E-04
-8.4410000000E-01,+5.395833E-04
-8.4360000000E-01,+3.416667E-04
-8.4310000000E-01,+3.458333E-04
-8.4260000000E-01,+8.958333E-05
-8.4210000000E-01,+5.291667E-04
-8.4160000000E-01,+5.104167E-04
-8.4110000000E-01,+5.437500E-04
-8.4060000000E-01,+2.937500E-04
-8.4010000000E-01,+3.729167E-04
-8.3960000000E-01,+5.437500E-04
-8.3910000000E-01,+5.083333E-04
-8.3860000000E-01,+6.041666E-04
-8.3810000000E-01,+3.500000E-04
-8.3760000000E-01,+5.145833E-04
-8.3710000000E-01,+3.937500E-04
-8.3660000000E-01,+6.833333E-04
-8.3610000000E-01,+8.916667E-04
-8.3560000000E-01,+5.166667E-04
-8.3510000000E-01,+9.750000E-04
-8.3460000000E-01,+3.041667E-04
-8.3410000000E-01,+7.208333E-04
-8.3360000000E-01,+9.520833E-04
-8.3310000000E-01,+7.937500E-04
-8.3260000000E-01,+1.054167E-03
-8.3210000000E-01,+4.833333E-04
-8.3160000000E-01,+6.291667E-04
-8.3110000000E-01,+6.937500E-04
-8.3060000000E-01,+9.770833E-04
-8.3010000000E-01,+9.541667E-04
-8.2960000000E-01,+7.729167E-04
-8.2910000000E-01,+7.187500E-04
-8.2860000000E-01,+7.270834E-04
-8.2810000000E-01,+9.937501E-04
-8.2760000000E-01,+1.045833E-03
-8.2710000000E-01,+1.047917E-03
-8.2660000000E-01,+8.104166E-04
-8.2610000000E-01,+6.666667E-04
-8.2560000000E-01,+8.479167E-04
-8.2510000000E-01,+8.520833E-04
-8.2460000000E-01,+9.333334E-04
-8.2410000000E-01,+7.604167E-04
-8.2360000000E-01,+4.687500E-04
-8.2310000000E-01,+6.500000E-04
-8.2260000000E-01,+7.500000E-04
-8.2210000000E-01,+9.020834E-04
-8.2160000000E-01,+5.208334E-04
-8.2110000000E-01,+6.333333E-04
-8.2060000000E-01,+5.041666E-04
-8.2010000000E-01,+3.833333E-04
-8.1960000000E-01,+9.520833E-04
-8.1910000000E-01,+9.770833E-04
-8.1860000000E-01,+6.437500E-04
-8.1810000000E-01,+1.458333E-04
-8.1760000000E-01,+6.250000E-04
-8.1710000000E-01,+6.270834E-04
-8.1660000000E-01,+8.395833E-04
-8.1610000000E-01,+4.916667E-04
-8.1560000000E-01,+4.979167E-04
-8.1510000000E-01,+1.583333E-04
-8.1460000000E-01,-2.708334E-05
-8.1410000000E-01,+6.520833E-04
-8.1360000000E-01,+4.895834E-04
-8.1310000000E-01,+4.437500E-04
-8.1260000000E-01,+2.208333E-04
-8.1210000000E-01,+7.708334E-05
-8.1160000000E-01,+1.062500E-04
-8.1110000000E-01,+2.791667E-04
-8.1060000000E-01,+2.208333E-04
-8.1010000000E-01,+1.791667E-04
-8.0960000000E-01,-8.750000E-05
-8.0910000000E-01,-1.562500E-04
-8.0860000000E-01,+3.833333E-04
-8.0810000000E-01,+2.166667E-04
-8.0760000000E-01,-6.666667E-05
-8.0710000000E-01,-2.562500E-04
-8.0660000000E-01,-3.166667E-04
-8.0610000000E-01,-1.875000E-04
-8.0560000000E-01,-1.312500E-04
-8.0510000000E-01,-1.333333E-04
-8.0460000000E-01,-7.083334E-05
-8.0410000000E-01,-2.354167E-04
-8.0360000000E-01,-5.687500E-04
-8.0310000000E-01,-3.145833E-04
-8.0260000000E-01,-2.958333E-04
-8.0210000000E-01,-1.979167E-04
-8.0160000000E-01,-7.125000E-04
-8.0110000000E-01,-6.562500E-04
-8.0060000000E-01,-7.541667E-04
-8.0010000000E-01,-6.270834E-04
-7.9960000000E-01,-3.479167E-04
-7.9910000000E-01,-6.104167E-04
-7.9860000000E-01,-6.520834E-04
-7.9810000000E-01,-9.229167E-04
-7.9760000000E-01,-7.541667E-04
-7.9710000000E-01,-6.979167E-04
-7.9660000000E-01,-6.000000E-04
-7.9610000000E-01,-7.354167E-04
-7.9560000000E-01,-1.039583E-03
-7.9510000000E-01,-1.104167E-03
-7.9460000000E-01,-6.645833E-04
-7.9410000000E-01,-7.812500E-04
-7.9360000000E-01,-9.708334E-04
-7.9310000000E-01,-1.035417E-03
-7.9260000000E-01,-9.895833E-04
-7.9210000000E-01,-1.083333E-03
-7.9160000000E-01,-1.068750E-03
-7.9110000000E-01,-7.583334E-04
-7.9060000000E-01,-1.027083E-03
-7.9010000000E-01,-9.645834E-04
-7.8960000000E-01,-1.277083E-03
-7.8910000000E-01,-1.189583E-03
-7.8860000000E-01,-8.166667E-04
-7.8810000000E-01,-8.604167E-04
-7.8760000000E-01,-1.012500E-03
-7.8710000000E-01,-1.097917E-03
-7.8660000000E-01,-1.185417E-03
-7.8610000000E-01,-9.729167E-04
-7.8560000000E-01,-9.583334E-04
-7.8510000000E-01,-1.075000E-03
-7.8460000000E-01,-1.160417E-03
-7.8410000000E-01,-1.366667E-03
-7.8360000000E-01,-1.293750E-03
-7.8310000000E-01,-5.104167E-04
-7.8260000000E-01,-9.645834E-04
-7.8210000000E-01,-9.958333E-04
-7.8160000000E-01,-1.008333E-03
-7.8110000000E-01,-1.260417E-03
-7.8060000000E-01,-1.014583E-03
-7.8010000000E-01,-1.060417E-03
-7.7960000000E-01,-9.083333E-04
-7.7910000000E-01,-1.095833E-03
-7.7860000000E-01,-1.481250E-03
-7.7810000000E-01,-7.020833E-04
-7.7760000000E-01,-8.000000E-04
-7.7710000000E-01,-5.687500E-04
-7.7660000000E-01,-9.062500E-04
-7.7610000000E-01,-1.033333E-03
-7.7560000000E-01,-1.050000E-03
-7.7510000000E-01,-5.916667E-04
-7.7460000000E-01,-6.937500E-04
-7.7410000000E-01,-6.708333E-04
-7.7360000000E-01,-6.895834E-04
-7.7310000000E-01,-8.479167E-04
-7.7260000000E-01,-4.208333E-04
-7.7210000000E-01,-6.937500E-04
-7.7160000000E-01,-4.520833E-04
-7.7110000000E-01,-5.208334E-04
-7.7060000000E-01,-5.833333E-04
-7.7010000000E-01,-5.416667E-04
-7.6960000000E-01,-6.875000E-04
-7.6910000000E-01,-4.291667E-04
-7.6860000000E-01,-6.041667E-05
-7.6810000000E-01,-3.166667E-04
-7.6760000000E-01,-3.416667E-04
-7.6710000000E-01,-4.604167E-04
-7.6660000000E-01,-4.250000E-04
-7.6610000000E-01,-1.666667E-05
-7.6560000000E-01,+2.708333E-05
-7.6510000000E-01,-4.166667E-05
-7.6460000000E-01,-2.875000E-04
-7.6410000000E-01,-1.812500E-04
-7.6360000000E-01,+2.354167E-04
-7.6310000000E-01,+6.875000E-05
-7.6260000000E-01,+2.145833E-04
-7.6210000000E-01,+5.833333E-05
-7.6160000000E-01,+1.000000E-04
-7.6110000000E-01,-7.916667E-05
-7.6060000000E-01,+3.270833E-04
-7.6010000000E-01,+3.187500E-04
-7.5960000000E-01,+5.125000E-04
-7.5910000000E-01,+2.687500E-04
-7.5860000000E-01,+3.333333E-04
-7.5810000000E-01,+4.083333E-04
-7.5760000000E-01,+4.354167E-04
-7.5710000000E-01,+4.583334E-04
-7.5660000000E-01,+4.020833E-04
-7.5610000000E-01,+3.083333E-04
-7.5560000000E-01,+5.250000E-04
-7.5510000000E-01,+5.729166E-04
-7.5460000000E-01,+6.291667E-04
-7.5410000000E-01,+5.291667E-04
-7.5360000000E-01,+4.395833E-04
-7.5310000000E-01,+4.250000E-04
-7.5260000000E-01,+6.937500E-04
-7.5210000000E-01,+6.208334E-04
-7.5160000000E-01,+7.937500E-04
-7.5110000000E-01,+6.854167E-04
-7.5060000000E-01,+7.833333E-04
-7.5010000000E-01,+6.875000E-04
-7.4960000000E-01,+6.729166E-04
-7.4910000000E-01,+1.139583E-03
-7.4860000000E-01,+1.291667E-03
-7.4810000000E-01,+6.583334E-04
-7.4760000000E-01,+6.729166E-04
-7.4710000000E-01,+6.895834E-04
-7.4660000000E-01,+9.520833E-04
-7.4610000000E-01,+9.979167E-04
